q_deg,input_torque_Nm,input_torque_mNm,link 1_Nm,link 2_Nm,link 3_Nm,joint R12_Nm,joint R23_Nm,joint T3_Nm,rod P0-B2_Nm,rod A1-C3_Nm,TCP payload_Nm
20.3,-0.0127272116448,-12.7272116448,-0.000917701151505,-0.00215421640229,-0.00257907866078,-0.00110124138181,-0.00213008322163,-0.00302807409993,-0.000160798091892,-0.000656018635013,0
20.4,-0.0126937951377,-12.6937951377,-0.00091709634586,-0.00215000167132,-0.00257016803043,-0.00110051561503,-0.00212448689195,-0.00301584916891,-0.000160505922115,-0.000655171492057,0
20.5,-0.012660316555,-12.660316555,-0.000916488746581,-0.00214577949744,-0.00256124287072,-0.0010997864959,-0.00211888275026,-0.00300360299118,-0.000160213838027,-0.000654319364896,0
20.6,-0.0126267764009,-12.6267764009,-0.000915878355518,-0.00214154992909,-0.00255230332811,-0.00109905402662,-0.00211327086701,-0.00299133578922,-0.000159921840116,-0.000653462265186,0
20.7,-0.0125931751793,-12.5931751793,-0.00091526517453,-0.00213731301468,-0.00254334954906,-0.00109831820944,-0.00210765131258,-0.00297904778553,-0.000159629928867,-0.000652600204621,0
20.8,-0.0125595133941,-12.5595133941,-0.000914649205486,-0.00213306880253,-0.00253438167994,-0.00109757904658,-0.00210202415721,-0.00296673920267,-0.000159338104764,-0.000651733194931,0
20.9,-0.012525791549,-12.525791549,-0.000914030450262,-0.0021288173409,-0.00252539986712,-0.00109683654031,-0.00209638947104,-0.0029544102632,-0.000159046368292,-0.000650861247888,0
21,-0.0124920101476,-12.4920101476,-0.000913408910743,-0.00212455867801,-0.00251640425692,-0.00109609069289,-0.00209074732412,-0.00294206118971,-0.000158754719932,-0.000649984375298,0
21.1,-0.0124581696933,-12.4581696933,-0.000912784588822,-0.00212029286197,-0.0025073949956,-0.00109534150659,-0.00208509778636,-0.00292969220483,-0.000158463160166,-0.000649102589009,0
21.2,-0.0124242706895,-12.4242706895,-0.0009121574864,-0.00211601994085,-0.00249837222939,-0.00109458898368,-0.00207944092759,-0.00291730353119,-0.000158171689474,-0.000648215900903,0
21.3,-0.0123903136391,-12.3903136391,-0.000911527605389,-0.00211173996265,-0.00248933610447,-0.00109383312647,-0.00207377681751,-0.00290489539143,-0.000157880308335,-0.000647324322904,0
21.4,-0.0123562990454,-12.3562990454,-0.000910894947706,-0.00210745297531,-0.00248028676697,-0.00109307393725,-0.00206810552571,-0.00289246800822,-0.000157589017228,-0.000646427866973,0
21.5,-0.0123222274109,-12.3222274109,-0.00091025951528,-0.00210315902668,-0.00247122436296,-0.00109231141834,-0.00206242712169,-0.00288002160423,-0.000157297816628,-0.000645526545108,0
21.6,-0.0122880992385,-12.2880992385,-0.000909621310045,-0.00209885816459,-0.00246214903848,-0.00109154557205,-0.00205674167482,-0.00286755640213,-0.00015700670701,-0.000644620369347,0
21.7,-0.0122539150305,-12.2539150305,-0.000908980333946,-0.00209455043674,-0.00245306093949,-0.00109077640074,-0.00205104925438,-0.0028550726246,-0.00015671568885,-0.000643709351766,0
21.8,-0.0122196752893,-12.2196752893,-0.000908336588935,-0.00209023589082,-0.00244396021192,-0.00109000390672,-0.00204534992951,-0.00284257049433,-0.000156424762619,-0.00064279350448,0
21.9,-0.0121853805171,-12.1853805171,-0.000907690076974,-0.00208591457442,-0.00243484700162,-0.00108922809237,-0.00203964376927,-0.00283005023398,-0.00015613392879,-0.000641872839642,0
22,-0.0121510312156,-12.1510312156,-0.000907040800031,-0.00208158653508,-0.0024257214544,-0.00108844896004,-0.00203393084258,-0.00281751206622,-0.00015584318783,-0.000640947369443,0
22.1,-0.0121166278868,-12.1166278868,-0.000906388760084,-0.00207725182025,-0.002416583716,-0.0010876665121,-0.00202821121828,-0.00280495621372,-0.00015555254021,-0.000640017106116,0
22.2,-0.012082171032,-12.082171032,-0.00090573395912,-0.00207291047734,-0.0024074339321,-0.00108688075094,-0.00202248496507,-0.00279238289912,-0.000155261986395,-0.000639082061927,0
22.3,-0.0120476611527,-12.0476611527,-0.000905076399134,-0.00206856255368,-0.00239827224831,-0.00108609167896,-0.00201675215156,-0.00277979234506,-0.000154971526851,-0.000638142249187,0
22.4,-0.0120130987501,-12.0130987501,-0.000904416082127,-0.00206420809653,-0.00238909881019,-0.00108529929855,-0.00201101284624,-0.00276718477415,-0.000154681162042,-0.000637197680241,0
22.5,-0.0119784843249,-11.9784843249,-0.000903753010113,-0.00205984715309,-0.00237991376323,-0.00108450361214,-0.00200526711749,-0.00275456040897,-0.000154390892431,-0.000636248367476,0
22.6,-0.011943818378,-11.943818378,-0.00090308718511,-0.00205547977047,-0.00237071725284,-0.00108370462213,-0.00199951503358,-0.00274191947211,-0.000154100718476,-0.000635294323317,0
22.7,-0.0119091014099,-11.9091014099,-0.000902418609147,-0.00205110599575,-0.00236150942438,-0.00108290233098,-0.00199375666265,-0.0027292621861,-0.000153810640639,-0.000634335560227,0
22.8,-0.0118743339207,-11.8743339207,-0.00090174728426,-0.00204672587591,-0.0023522904231,-0.00108209674111,-0.00198799207275,-0.00271658877346,-0.000153520659375,-0.000633372090708,0
22.9,-0.0118395164105,-11.8395164105,-0.000901073212495,-0.00204233945787,-0.00234306039423,-0.00108128785499,-0.00198222133181,-0.00270389945665,-0.00015323077514,-0.000632403927303,0
23,-0.0118046493791,-11.8046493791,-0.000900396395904,-0.00203794678849,-0.00233381948289,-0.00108047567508,-0.00197644450765,-0.00269119445812,-0.000152940988389,-0.000631431082593,0
23.1,-0.0117697333261,-11.7697333261,-0.00089971683655,-0.00203354791456,-0.00232456783412,-0.00107966020386,-0.00197066166797,-0.00267847400027,-0.000152651299573,-0.000630453569196,0
23.2,-0.0117347687508,-11.7347687508,-0.000899034536502,-0.00202914288278,-0.00231530559292,-0.0010788414438,-0.00196487288037,-0.00266573830547,-0.000152361709142,-0.000629471399773,0
23.3,-0.0116997561521,-11.6997561521,-0.000898349497839,-0.00202473173982,-0.00230603290417,-0.00107801939741,-0.00195907821232,-0.00265298759601,-0.000152072217545,-0.000628484587022,0
23.4,-0.011664696029,-11.664696029,-0.000897661722648,-0.00202031453225,-0.00229674991268,-0.00107719406718,-0.00195327773119,-0.00264022209417,-0.000151782825229,-0.000627493143679,0
23.5,-0.01162958888,-11.62958888,-0.000896971213024,-0.00201589130657,-0.0022874567632,-0.00107636545563,-0.00194747150423,-0.00262744202217,-0.000151493532638,-0.000626497082522,0
23.6,-0.0115944352033,-11.5944352033,-0.00089627797107,-0.00201146210924,-0.00227815360036,-0.00107553356528,-0.00194165959858,-0.00261464760215,-0.000151204340215,-0.000625496416365,0
23.7,-0.0115592354969,-11.5592354969,-0.000895581998897,-0.00200702698663,-0.00226884056874,-0.00107469839868,-0.00193584208127,-0.00260183905621,-0.000150915248402,-0.000624491158065,0
23.8,-0.0115239902586,-11.5239902586,-0.000894883298626,-0.00200258598503,-0.00225951781281,-0.00107385995835,-0.0019300190192,-0.00258901660641,-0.000150626257636,-0.000623481320515,0
23.9,-0.0114886999858,-11.4886999858,-0.000894181872386,-0.00199813915069,-0.00225018547694,-0.00107301824686,-0.00192419047917,-0.00257618047471,-0.000150337368356,-0.000622466916649,0
24,-0.0114533651757,-11.4533651757,-0.000893477722313,-0.00199368652977,-0.00224084370545,-0.00107217326678,-0.00191835652788,-0.00256333088303,-0.000150048580997,-0.000621447959439,0
24.1,-0.0114179863251,-11.4179863251,-0.000892770850552,-0.00198922816836,-0.00223149264254,-0.00107132502066,-0.00191251723188,-0.0025504680532,-0.000149759895991,-0.000620424461898,0
24.2,-0.0113825639306,-11.3825639306,-0.000892061259255,-0.00198476411249,-0.00222213243231,-0.00107047351111,-0.00190667265762,-0.00253759220699,-0.000149471313769,-0.000619396437078,0
24.3,-0.0113470984886,-11.3470984886,-0.000891348950586,-0.00198029440811,-0.00221276321878,-0.0010696187407,-0.00190082287147,-0.00252470356609,-0.000149182834762,-0.000618363898069,0
24.4,-0.0113115904949,-11.3115904949,-0.000890633926713,-0.00197581910112,-0.00220338514587,-0.00106876071206,-0.00189496793962,-0.00251180235211,-0.000148894459395,-0.000617326858001,0
24.5,-0.0112760404453,-11.2760404453,-0.000889916189814,-0.00197133823733,-0.0021939983574,-0.00106789942778,-0.00188910792821,-0.00249888878659,-0.000148606188093,-0.000616285330043,0
24.6,-0.011240448835,-11.240448835,-0.000889195742077,-0.00196685186248,-0.0021846029971,-0.00106703489049,-0.00188324290322,-0.00248596309098,-0.00014831802128,-0.000615239327405,0
24.7,-0.0112048161592,-11.2048161592,-0.000888472585695,-0.00196236002225,-0.00217519920858,-0.00106616710283,-0.00187737293054,-0.00247302548661,-0.000148029959375,-0.000614188863335,0
24.8,-0.0111691429126,-11.1691429126,-0.000887746722871,-0.00195786276225,-0.00216578713535,-0.00106529606745,-0.00187149807593,-0.00246007619478,-0.000147742002799,-0.00061313395112,0
24.9,-0.0111334295894,-11.1334295894,-0.000887018155817,-0.00195336012802,-0.00215636692084,-0.00106442178698,-0.00186561840505,-0.00244711543664,-0.000147454151966,-0.000612074604088,0
25,-0.0110976766838,-11.0976766838,-0.000886286886752,-0.00194885216501,-0.00214693870835,-0.0010635442641,-0.00185973398342,-0.00243414343328,-0.000147166407291,-0.000611010835604,0
25.1,-0.0110618846895,-11.0618846895,-0.000885552917904,-0.00194433891864,-0.00213750264107,-0.00106266350148,-0.00185384487647,-0.00242116040567,-0.000146878769186,-0.000609942659075,0
25.2,-0.0110260540998,-11.0260540998,-0.000884816251507,-0.00193982043422,-0.0021280588621,-0.00106177950181,-0.00184795114951,-0.00240816657468,-0.000146591238061,-0.000608870087945,0
25.3,-0.0109901854078,-10.9901854078,-0.000884076889807,-0.001935296757,-0.00211860751441,-0.00106089226777,-0.00184205286773,-0.00239516216109,-0.000146303814323,-0.000607793135699,0
25.4,-0.0109542791061,-10.9542791061,-0.000883334835055,-0.00193076793217,-0.00210914874087,-0.00106000180207,-0.00183615009619,-0.00238214738555,-0.000146016498378,-0.00060671181586,0
25.5,-0.0109183356871,-10.9183356871,-0.000882590089512,-0.00192623400485,-0.00209968268423,-0.00105910810741,-0.00183024289986,-0.00236912246861,-0.000145729290629,-0.000605626141993,0
25.6,-0.0108823556426,-10.8823556426,-0.000881842655447,-0.00192169502008,-0.00209020948714,-0.00105821118654,-0.00182433134358,-0.0023560876307,-0.000145442191476,-0.000604536127699,0
25.7,-0.0108463394644,-10.8463394644,-0.000881092535136,-0.00191715102282,-0.0020807292921,-0.00105731104216,-0.00181841549207,-0.00234304309213,-0.000145155201319,-0.000603441786619,0
25.8,-0.0108102876434,-10.8102876434,-0.000880339730865,-0.00191260205798,-0.00207124224152,-0.00105640767704,-0.00181249540994,-0.0023299890731,-0.000144868320552,-0.000602343132436,0
25.9,-0.0107742006707,-10.7742006707,-0.000879584244925,-0.0019080481704,-0.00206174847769,-0.00105550109391,-0.00180657116169,-0.00231692579368,-0.00014458154957,-0.00060124017887,0
26,-0.0107380790367,-10.7380790367,-0.00087882607962,-0.00190348940483,-0.00205224814276,-0.00105459129554,-0.0018006428117,-0.00230385347382,-0.000144294888765,-0.000600132939681,0
26.1,-0.0107019232314,-10.7019232314,-0.000878065237258,-0.00189892580595,-0.00204274137876,-0.00105367828471,-0.00179471042422,-0.00229077233331,-0.000144008338525,-0.000599021428667,0
26.2,-0.0106657337445,-10.6657337445,-0.000877301720158,-0.00189435741839,-0.00203322832762,-0.00105276206419,-0.0017887740634,-0.00227768259185,-0.000143721899238,-0.000597905659667,0
26.3,-0.0106295110653,-10.6295110653,-0.000876535530643,-0.00188978428669,-0.00202370913112,-0.00105184263677,-0.00178283379326,-0.00226458446898,-0.000143435571287,-0.000596785646558,0
26.4,-0.0105932556827,-10.5932556827,-0.00087576667105,-0.00188520645533,-0.00201418393091,-0.00105092000526,-0.00177688967773,-0.0022514781841,-0.000143149355056,-0.000595661403259,0
26.5,-0.0105569680851,-10.5569680851,-0.00087499514372,-0.0018806239687,-0.00200465286853,-0.00104999417246,-0.00177094178059,-0.00223836395647,-0.000142863250922,-0.000594532943723,0
26.6,-0.0105206487607,-10.5206487607,-0.000874220951002,-0.00187603687114,-0.00199511608537,-0.0010490651412,-0.00176499016551,-0.00222524200522,-0.000142577259265,-0.000593400281948,0
26.7,-0.010484298197,-10.484298197,-0.000873444095256,-0.00187144520692,-0.0019855737227,-0.00104813291431,-0.00175903489607,-0.00221211254932,-0.000142291380457,-0.000592263431966,0
26.8,-0.0104479168813,-10.4479168813,-0.000872664578848,-0.00186684902021,-0.00197602592164,-0.00104719749462,-0.0017530760357,-0.00219897580758,-0.000142005614872,-0.000591122407852,0
26.9,-0.0104115053005,-10.4115053005,-0.000871882404152,-0.00186224835515,-0.00196647282321,-0.00104625888498,-0.00174711364774,-0.00218583199868,-0.00014171996288,-0.000589977223719,0
27,-0.0103750639409,-10.3750639409,-0.000871097573551,-0.00185764325576,-0.00195691456825,-0.00104531708826,-0.00174114779538,-0.00217268134112,-0.000141434424848,-0.000588827893718,0
27.1,-0.0103385932884,-10.3385932884,-0.000870310089436,-0.00185303376604,-0.00194735129749,-0.00104437210732,-0.00173517854173,-0.00215952405325,-0.00014114900114,-0.00058767443204,0
27.2,-0.0103020938287,-10.3020938287,-0.000869519954205,-0.00184841992987,-0.00193778315151,-0.00104342394505,-0.00172920594975,-0.00214636035326,-0.00014086369212,-0.000586516852915,0
27.3,-0.0102655660467,-10.2655660467,-0.000868727170266,-0.00184380179109,-0.00192821027074,-0.00104247260432,-0.00172323008231,-0.00213319045917,-0.000140578498147,-0.000585355170611,0
27.4,-0.010229010427,-10.229010427,-0.000867931740033,-0.00183917939346,-0.0019186327955,-0.00104151808804,-0.00171725100215,-0.00212001458884,-0.000140293419579,-0.000584189399438,0
27.5,-0.010192427454,-10.192427454,-0.00086713366593,-0.00183455278067,-0.00190905086592,-0.00104056039912,-0.00171126877189,-0.00210683295995,-0.00014000845677,-0.000583019553741,0
27.6,-0.0101558176112,-10.1558176112,-0.000866332950387,-0.00182992199633,-0.00189946462201,-0.00103959954046,-0.00170528345402,-0.00209364579,-0.000139723610074,-0.000581845647906,0
27.7,-0.0101191813819,-10.1191813819,-0.000865529595843,-0.00182528708398,-0.00188987420364,-0.00103863551501,-0.00169929511096,-0.00208045329632,-0.000139438879839,-0.000580667696359,0
27.8,-0.010082519249,-10.082519249,-0.000864723604747,-0.0018206480871,-0.00188027975051,-0.0010376683257,-0.00169330380495,-0.00206725569607,-0.000139154266414,-0.000579485713562,0
27.9,-0.0100458316948,-10.0458316948,-0.000863914979552,-0.00181600504908,-0.00187068140218,-0.00103669797546,-0.00168730959815,-0.00205405320621,-0.000138869770142,-0.000578299714018,0
28,-0.0100091192011,-10.0091192011,-0.000863103722722,-0.00181135801325,-0.00186107929806,-0.00103572446727,-0.00168131255261,-0.00204084604352,-0.000138585391367,-0.000577109712267,0
28.1,-0.00997238224922,-9.97238224922,-0.000862289836729,-0.00180670702287,-0.00185147357741,-0.00103474780408,-0.00167531273023,-0.00202763442458,-0.000138301130428,-0.000575915722891,0
28.2,-0.00993562132014,-9.93562132014,-0.000861473324052,-0.00180205212112,-0.00184186437931,-0.00103376798886,-0.00166931019282,-0.00201441856581,-0.000138016987662,-0.000574717760506,0
28.3,-0.00989883689424,-9.89883689424,-0.000860654187177,-0.00179739335111,-0.00183225184272,-0.00103278502461,-0.00166330500205,-0.0020011986834,-0.000137732963403,-0.00057351583977,0
28.4,-0.00986202945142,-9.86202945142,-0.0008598324286,-0.00179273075587,-0.00182263610642,-0.00103179891432,-0.00165729721949,-0.00198797499335,-0.000137449057984,-0.000572309975379,0
28.5,-0.00982519947109,-9.82519947109,-0.000859008050825,-0.00178806437838,-0.00181301730903,-0.00103080966099,-0.00165128690659,-0.00197474771147,-0.000137165271733,-0.000571100182067,0
28.6,-0.00978834743216,-9.78834743216,-0.000858181056362,-0.00178339426153,-0.00180339558902,-0.00102981726763,-0.00164527412467,-0.00196151705337,-0.000136881604978,-0.000569886474607,0
28.7,-0.00975147381304,-9.75147381304,-0.000857351447731,-0.00177872044814,-0.00179377108468,-0.00102882173728,-0.00163925893493,-0.00194828323442,-0.000136598058043,-0.00056866886781,0
28.8,-0.0097145790916,-9.7145790916,-0.000856519227459,-0.00177404298096,-0.00178414393415,-0.00102782307295,-0.00163324139848,-0.00193504646983,-0.000136314631248,-0.000567447376526,0
28.9,-0.00967766374524,-9.67766374524,-0.00085568439808,-0.00176936190266,-0.00177451427542,-0.0010268212777,-0.00162722157629,-0.00192180697454,-0.000136031324913,-0.000566222015642,0
29,-0.00964072825079,-9.64072825079,-0.000854846962139,-0.00176467725585,-0.00176488224627,-0.00102581635457,-0.0016211995292,-0.00190856496333,-0.000135748139354,-0.000564992800086,0
29.1,-0.00960377308461,-9.60377308461,-0.000854006922185,-0.00175998908306,-0.00175524798435,-0.00102480830662,-0.00161517531796,-0.00189532065073,-0.000135465074885,-0.000563759744821,0
29.2,-0.00956679872248,-9.56679872248,-0.000853164280778,-0.00175529742675,-0.00174561162712,-0.00102379713693,-0.00160914900319,-0.00188207425105,-0.000135182131816,-0.00056252286485,0
29.3,-0.00952980563967,-9.52980563967,-0.000852319040485,-0.0017506023293,-0.00173597331188,-0.00102278284858,-0.00160312064537,-0.00186882597838,-0.000134899310456,-0.000561282175214,0
29.4,-0.00949279431092,-9.49279431092,-0.00085147120388,-0.00174590383304,-0.00172633317575,-0.00102176544466,-0.00159709030491,-0.00185557604659,-0.000134616611111,-0.000560037690993,0
29.5,-0.00945576521041,-9.45576521041,-0.000850620773546,-0.0017412019802,-0.00171669135567,-0.00102074492826,-0.00159105804205,-0.0018423246693,-0.000134334034083,-0.000558789427303,0
29.6,-0.00941871881178,-9.41871881178,-0.000849767752074,-0.00173649681295,-0.00170704798843,-0.00101972130249,-0.00158502391694,-0.00182907205992,-0.000134051579673,-0.0005575373993,0
29.7,-0.00938165558811,-9.38165558811,-0.000848912142062,-0.00173178837339,-0.00169740321061,-0.00101869457047,-0.00157898798962,-0.0018158184316,-0.000133769248178,-0.000556281622176,0
29.8,-0.00934457601195,-9.34457601195,-0.000848053946117,-0.00172707670355,-0.00168775715863,-0.00101766473534,-0.00157295031998,-0.00180256399728,-0.000133487039893,-0.000555022111162,0
29.9,-0.00930748055525,-9.30748055525,-0.000847193166852,-0.00172236184536,-0.00167810996873,-0.00101663180022,-0.00156691096782,-0.00178930896963,-0.000133204955112,-0.000553758881527,0
30,-0.00927036968944,-9.27036968944,-0.000846329806889,-0.00171764384072,-0.00166846177695,-0.00101559576827,-0.00156086999281,-0.0017760535611,-0.000132922994122,-0.000552491948578,0
30.1,-0.00923324388533,-9.23324388533,-0.00084546386886,-0.00171292273142,-0.00165881271918,-0.00101455664263,-0.0015548274545,-0.00176279798386,-0.000132641157211,-0.000551221327659,0
30.2,-0.0091961036132,-9.1961036132,-0.0008445953554,-0.00170819855921,-0.0016491629311,-0.00101351442648,-0.00154878341233,-0.00174954244987,-0.000132359444664,-0.00054994703415,0
30.3,-0.00915894934272,-9.15894934272,-0.000843724269157,-0.00170347136573,-0.0016395125482,-0.00101246912299,-0.00154273792561,-0.0017362871708,-0.000132077856762,-0.000548669083472,0
30.4,-0.009121781543,-9.121781543,-0.000842850612783,-0.00169874119258,-0.00162986170581,-0.00101142073534,-0.00153669105354,-0.00172303235808,-0.000131796393784,-0.000547387491082,0
30.5,-0.00908460068255,-9.08460068255,-0.00084197438894,-0.00169400808128,-0.00162021053904,-0.00101036926673,-0.00153064285519,-0.00170977822289,-0.000131515056005,-0.000546102272473,0
30.6,-0.00904740722929,-9.04740722929,-0.000841095600298,-0.00168927207326,-0.00161055918283,-0.00100931472036,-0.00152459338953,-0.00169652497613,-0.0001312338437,-0.000544813443177,0
30.7,-0.00901020165054,-9.01020165054,-0.000840214249532,-0.00168453320989,-0.00160090777193,-0.00100825709944,-0.0015185427154,-0.00168327282845,-0.000130952757138,-0.000543521018764,0
30.8,-0.00897298441303,-8.97298441303,-0.000839330339327,-0.00167979153248,-0.00159125644087,-0.00100719640719,-0.00151249089153,-0.00167002199021,-0.000130671796589,-0.000542225014838,0
30.9,-0.00893575598287,-8.93575598287,-0.000838443872377,-0.00167504708224,-0.00158160532401,-0.00100613264685,-0.00150643797651,-0.00165677267152,-0.000130390962317,-0.000540925447044,0
31,-0.00889851682558,-8.89851682558,-0.000837554851382,-0.00167029990032,-0.00157195455552,-0.00100506582166,-0.00150038402883,-0.00164352508222,-0.000130110254585,-0.000539622331062,0
31.1,-0.00886126740605,-8.86126740605,-0.000836663279049,-0.00166555002781,-0.00156230426936,-0.00100399593486,-0.00149432910686,-0.00163027943185,-0.000129829673652,-0.000538315682608,0
31.2,-0.00882400818854,-8.82400818854,-0.000835769158095,-0.00166079750571,-0.00155265459927,-0.00100292298971,-0.00148827326884,-0.0016170359297,-0.000129549219777,-0.000537005517438,0
31.3,-0.00878673963673,-8.78673963673,-0.000834872491243,-0.00165604237494,-0.00154300567883,-0.00100184698949,-0.00148221657292,-0.00160379478474,-0.000129268893212,-0.000535691851342,0
31.4,-0.00874946221362,-8.74946221362,-0.000833973281225,-0.00165128467638,-0.0015333576414,-0.00100076793747,-0.00147615907709,-0.0015905562057,-0.000128988694211,-0.000534374700149,0
31.5,-0.00871217638162,-8.71217638162,-0.000833071530779,-0.0016465244508,-0.00152371062012,-0.000999685836935,-0.00147010083926,-0.00157732040098,-0.000128708623022,-0.000533054079722,0
31.6,-0.00867488260249,-8.67488260249,-0.000832167242653,-0.00164176173892,-0.00151406474796,-0.000998600691184,-0.00146404191719,-0.00156408757872,-0.00012842867989,-0.000531730005963,0
31.7,-0.00863758133733,-8.63758133733,-0.000831260419601,-0.00163699658138,-0.00150442015765,-0.000997512503521,-0.00145798236855,-0.00155085794676,-0.00012814886506,-0.00053040249481,0
31.8,-0.00860027304664,-8.60027304664,-0.000830351064386,-0.00163222901875,-0.00149477698174,-0.000996421277263,-0.00145192225086,-0.00153763171262,-0.000127869178773,-0.000529071562237,0
31.9,-0.00856295819022,-8.56295819022,-0.000829439179778,-0.00162745909153,-0.00148513535255,-0.000995327015733,-0.00144586162156,-0.00152440908355,-0.000127589621266,-0.000527737224255,0
32,-0.00852563722725,-8.52563722725,-0.000828524768553,-0.00162268684013,-0.00147549540221,-0.000994229722264,-0.00143980053793,-0.00151119026648,-0.000127310192775,-0.000526399496909,0
32.1,-0.00848831061624,-8.48831061624,-0.000827607833499,-0.00161791230491,-0.00146585726261,-0.000993129400199,-0.00143373905716,-0.00149797546805,-0.000127030893532,-0.000525058396285,0
32.2,-0.00845097881505,-8.45097881505,-0.000826688377408,-0.00161313552613,-0.00145622106545,-0.00099202605289,-0.00142767723631,-0.00148476489459,-0.000126751723767,-0.0005237139385,0
32.3,-0.00841364228085,-8.41364228085,-0.000825766403081,-0.00160835654402,-0.00144658694221,-0.000990919683697,-0.00142161513233,-0.0014715587521,-0.000126472683707,-0.000522366139711,0
32.4,-0.00837630147017,-8.37630147017,-0.000824841913326,-0.00160357539869,-0.00143695502416,-0.000989810295991,-0.00141555280204,-0.00145835724628,-0.000126193773576,-0.000521015016108,0
32.5,-0.00833895683883,-8.33895683883,-0.000823914910959,-0.0015987921302,-0.00142732544233,-0.000988697893151,-0.00140949030215,-0.00144516058252,-0.000125914993596,-0.000519660583919,0
32.6,-0.00830160884201,-8.30160884201,-0.000822985398805,-0.00159400677855,-0.00141769832757,-0.000987582478566,-0.00140342768925,-0.00143196896588,-0.000125636343986,-0.000518302859406,0
32.7,-0.00826425793417,-8.26425793417,-0.000822053379694,-0.00158921938363,-0.00140807381046,-0.000986464055633,-0.00139736501981,-0.00141878260111,-0.000125357824962,-0.000516941858869,0
32.8,-0.00822690456911,-8.22690456911,-0.000821118856467,-0.0015844299853,-0.0013984520214,-0.00098534262776,-0.00139130235018,-0.00140560169262,-0.000125079436738,-0.00051557759864,0
32.9,-0.00818954919992,-8.18954919992,-0.000820181831969,-0.00157963862331,-0.00138883309056,-0.000984218198362,-0.0013852397366,-0.00139242644451,-0.000124801179523,-0.000514210095092,0
33,-0.008152192279,-8.152192279,-0.000819242309054,-0.00157484533736,-0.00137921714786,-0.000983090770865,-0.00137917723518,-0.00137925706053,-0.000124523053526,-0.000512839364627,0
33.1,-0.00811483425806,-8.11483425806,-0.000818300290586,-0.00157005016708,-0.00136960432302,-0.000981960348703,-0.00137311490191,-0.00136609374412,-0.000124245058951,-0.000511465423688,0
33.2,-0.00807747558807,-8.07747558807,-0.000817355779433,-0.001565253152,-0.00135999474552,-0.00098082693532,-0.00136705279268,-0.00135293669836,-0.000123967196002,-0.000510088288749,0
33.3,-0.00804011671934,-8.04011671934,-0.000816408778473,-0.00156045433161,-0.00135038854463,-0.000979690534167,-0.00136099096325,-0.00133978612601,-0.000123689464878,-0.000508707976322,0
33.4,-0.00800275810143,-8.00275810143,-0.00081545929059,-0.00155565374531,-0.00134078584936,-0.000978551148707,-0.00135492946926,-0.00132664222947,-0.000123411865775,-0.000507324502953,0
33.5,-0.00796540018319,-7.96540018319,-0.000814507318676,-0.00155085143242,-0.00133118678852,-0.000977408782411,-0.00134886836622,-0.00131350521083,-0.000123134398888,-0.000505937885223,0
33.6,-0.00792804341277,-7.92804341277,-0.000813552865632,-0.00154604743221,-0.00132159149067,-0.000976263438758,-0.00134280770955,-0.00130037527179,-0.000122857064409,-0.000504548139747,0
33.7,-0.00789068823755,-7.89068823755,-0.000812595934365,-0.00154124178385,-0.00131200008413,-0.000975115121238,-0.00133674755454,-0.00128725261372,-0.000122579862525,-0.000503155283177,0
33.8,-0.00785333510424,-7.85333510424,-0.000811636527789,-0.00153643452647,-0.001302412697,-0.000973963833347,-0.00133068795635,-0.00127413743766,-0.000122302793423,-0.000501759332196,0
33.9,-0.00781598445875,-7.81598445875,-0.000810674648828,-0.00153162569909,-0.00129282945714,-0.000972809578594,-0.00132462897004,-0.00126102994425,-0.000122025857286,-0.000500360303526,0
34,-0.0077786367463,-7.7786367463,-0.000809710300412,-0.00152681534068,-0.00128325049217,-0.000971652360494,-0.00131857065053,-0.00124793033381,-0.000121749054293,-0.00049895821392,0
34.1,-0.00774129241135,-7.74129241135,-0.000808743485477,-0.00152200349014,-0.00127367592946,-0.000970492182573,-0.00131251305264,-0.00123483880628,-0.000121472384624,-0.000497553080168,0
34.2,-0.00770395189761,-7.70395189761,-0.00080777420697,-0.00151719018629,-0.00126410589615,-0.000969329048364,-0.00130645623107,-0.00122175556123,-0.000121195848453,-0.000496144919091,0
34.3,-0.00766661564805,-7.66661564805,-0.000806802467842,-0.00151237546787,-0.00125454051914,-0.00096816296141,-0.00130040024039,-0.00120868079789,-0.000120919445952,-0.000494733747548,0
34.4,-0.00762928410487,-7.62928410487,-0.000805828271054,-0.00150755937356,-0.00124497992509,-0.000966993925265,-0.00129434513508,-0.0011956147151,-0.00012064317729,-0.000493319582429,0
34.5,-0.00759195770951,-7.59195770951,-0.000804851619573,-0.00150274194197,-0.0012354242404,-0.000965821943488,-0.00128829096946,-0.00118255751133,-0.000120367042635,-0.000491902440659,0
34.6,-0.00755463690268,-7.55463690268,-0.000803872516375,-0.00149792321161,-0.00122587359123,-0.00096464701965,-0.00128223779777,-0.00116950938469,-0.000120091042149,-0.000490482339197,0
34.7,-0.00751732212427,-7.51732212427,-0.000802890964442,-0.00149310322096,-0.0012163281035,-0.00096346915733,-0.00127618567411,-0.00115647053289,-0.000119815175995,-0.000489059295036,0
34.8,-0.00748001381343,-7.48001381343,-0.000801906966763,-0.00148828200839,-0.00120678790288,-0.000962288360116,-0.00127013465247,-0.00114344115328,-0.000119539444331,-0.000487633325202,0
