q_deg,input_torque_Nm,input_torque_mNm,link 1_Nm,link 2_Nm,link 3_Nm,joint R12_Nm,joint R23_Nm,joint T3_Nm,rod P0-B2_Nm,rod A1-C3_Nm,TCP payload_Nm
5.7,-0.0166736494593,-16.6736494593,-0.000975215113811,-0.00266288489795,-0.00364681457648,-0.00117025813657,-0.00282406921035,-0.00446955994262,-0.000204142905843,-0.000720704675688,0
5.8,-0.0166546683777,-16.6546683777,-0.000975033442042,-0.00266030676607,-0.00364158407364,-0.00117004013045,-0.00282042001865,-0.00446274812864,-0.000203842272055,-0.000720693546168,0
5.9,-0.0166355530675,-16.6355530675,-0.000974848800151,-0.00265771355544,-0.00363631814113,-0.00116981856018,-0.00281675177297,-0.0044558845093,-0.00020354169652,-0.000720676031801,0
6,-0.0166163039937,-16.6163039937,-0.000974661188703,-0.00265510532061,-0.00363101691266,-0.00116959342644,-0.00281306455447,-0.00444896927084,-0.000203241178401,-0.000720652141537,0
6.1,-0.0165969216219,-16.5969216219,-0.000974470608267,-0.00265248211614,-0.00362568052213,-0.00116936472992,-0.00280935844429,-0.00444200259997,-0.000202940716894,-0.000720621884303,0
6.2,-0.0165774064186,-16.5774064186,-0.000974277059426,-0.00264984399657,-0.00362030910369,-0.00116913247131,-0.00280563352355,-0.00443498468383,-0.000202640311226,-0.000720585268997,0
6.3,-0.0165577588508,-16.5577588508,-0.000974080542767,-0.00264719101647,-0.00361490279169,-0.00116889665132,-0.00280188987339,-0.00442791570999,-0.000202339960657,-0.000720542304499,0
6.4,-0.0165379793862,-16.5379793862,-0.000973881058889,-0.00264452323039,-0.00360946172071,-0.00116865727067,-0.00279812757492,-0.0044207958665,-0.000202039664478,-0.000720492999665,0
6.5,-0.0165180684933,-16.5180684933,-0.000973678608402,-0.00264184069289,-0.00360398602553,-0.00116841433008,-0.00279434670925,-0.00441362534182,-0.000201739422009,-0.000720437363331,0
6.6,-0.0164980266411,-16.4980266411,-0.00097347319192,-0.00263914345851,-0.00359847584115,-0.0011681678303,-0.00279054735746,-0.00440640432485,-0.000201439232603,-0.000720375404313,0
6.7,-0.0164778542993,-16.4778542993,-0.00097326481007,-0.00263643158181,-0.00359293130278,-0.00116791777208,-0.00278672960063,-0.00439913300493,-0.000201139095637,-0.000720307131409,0
6.8,-0.0164575519384,-16.4575519384,-0.000973053463487,-0.00263370511732,-0.00358735254581,-0.00116766415618,-0.0027828935198,-0.00439181157183,-0.00020083901052,-0.0007202325534,0
6.9,-0.0164371200292,-16.4371200292,-0.000972839152814,-0.0026309641196,-0.00358173970588,-0.00116740698338,-0.00277903919602,-0.00438444021574,-0.000200538976687,-0.000720151679052,0
7,-0.0164165590434,-16.4165590434,-0.000972621878705,-0.00262820864317,-0.0035760929188,-0.00116714625445,-0.00277516671031,-0.00437701912729,-0.000200238993602,-0.000720064517113,0
7.1,-0.0163958694534,-16.3958694534,-0.00097240164182,-0.00262543874256,-0.00357041232059,-0.00116688197018,-0.00277127614365,-0.00436954849752,-0.000199939060754,-0.000719971076319,0
7.2,-0.0163750517319,-16.3750517319,-0.000972178442832,-0.00262265447228,-0.00356469804746,-0.0011666141314,-0.00276736757702,-0.0043620285179,-0.000199639177658,-0.000719871365395,0
7.3,-0.0163541063526,-16.3541063526,-0.000971952282419,-0.00261985588685,-0.00355895023583,-0.0011663427389,-0.00276344109137,-0.0043544593803,-0.000199339343854,-0.000719765393049,0
7.4,-0.0163330337894,-16.3330337894,-0.000971723161271,-0.00261704304075,-0.00355316902231,-0.00116606779353,-0.00275949676761,-0.00434684127702,-0.000199039558909,-0.000719653167981,0
7.5,-0.0163118345171,-16.3118345171,-0.000971491080086,-0.00261421598849,-0.0035473545437,-0.0011657892961,-0.00275553468663,-0.00433917440078,-0.000198739822412,-0.000719534698882,0
7.6,-0.016290509011,-16.290509011,-0.00097125603957,-0.00261137478452,-0.00354150693699,-0.00116550724748,-0.00275155492929,-0.00433145894469,-0.000198440133977,-0.000719409994432,0
7.7,-0.0162690577469,-16.2690577469,-0.000971018040441,-0.00260851948331,-0.00353562633935,-0.00116522164853,-0.00274755757644,-0.00432369510227,-0.000198140493241,-0.000719279063303,0
7.8,-0.0162474812013,-16.2474812013,-0.000970777083422,-0.00260565013931,-0.00352971288816,-0.00116493250011,-0.00274354270886,-0.00431588306745,-0.000197840899863,-0.000719141914159,0
7.9,-0.0162257798513,-16.2257798513,-0.000970533169247,-0.00260276680695,-0.00352376672094,-0.0011646398031,-0.00273951040732,-0.00430802303457,-0.000197541353526,-0.00071899855566,0
8,-0.0162039541744,-16.2039541744,-0.00097028629866,-0.00259986954063,-0.00351778797545,-0.00116434355839,-0.00273546075256,-0.00430011519835,-0.000197241853933,-0.000718848996458,0
8.1,-0.0161820046489,-16.1820046489,-0.000970036472413,-0.00259695839478,-0.00351177678959,-0.0011640437669,-0.00273139382527,-0.00429215975392,-0.000196942400809,-0.000718693245201,0
8.2,-0.0161599317533,-16.1599317533,-0.000969783691267,-0.00259403342375,-0.00350573330145,-0.00116374042952,-0.00272730970611,-0.00428415689679,-0.000196642993899,-0.000718531310535,0
8.3,-0.016137735967,-16.137735967,-0.000969527955991,-0.00259109468192,-0.00349965764928,-0.00116343354719,-0.00272320847569,-0.00427610682287,-0.00019634363297,-0.000718363201099,0
8.4,-0.0161154177698,-16.1154177698,-0.000969269267365,-0.00258814222363,-0.00349354997154,-0.00116312312084,-0.00271909021461,-0.00426800972847,-0.000196044317809,-0.000718188925534,0
8.5,-0.016092977642,-16.092977642,-0.000969007626176,-0.00258517610321,-0.00348741040683,-0.00116280915141,-0.0027149550034,-0.00425986581026,-0.000195745048219,-0.000718008492476,0
8.6,-0.0160704160644,-16.0704160644,-0.000968743033222,-0.00258219637495,-0.00348123909394,-0.00116249163987,-0.00271080292256,-0.00425167526531,-0.000195445824027,-0.000717821910564,0
8.7,-0.0160477335186,-16.0477335186,-0.00096847548931,-0.00257920309315,-0.00347503617181,-0.00116217058717,-0.00270663405255,-0.00424343829107,-0.000195146645074,-0.000717629188433,0
8.8,-0.0160249304862,-16.0249304862,-0.000968204995252,-0.00257619631205,-0.00346880177956,-0.0011618459943,-0.00270244847377,-0.00423515508535,-0.000194847511223,-0.000717430334723,0
8.9,-0.0160020074499,-16.0020074499,-0.000967931551875,-0.0025731760859,-0.00346253605648,-0.00116151786225,-0.0026982462666,-0.00422682584635,-0.000194548422352,-0.000717225358073,0
9,-0.0159789648924,-15.9789648924,-0.00096765516001,-0.00257014246891,-0.003456239142,-0.00116118619201,-0.00269402751135,-0.00421845077264,-0.000194249378358,-0.000717014267124,0
9.1,-0.0159558032972,-15.9558032972,-0.000967375820499,-0.00256709551527,-0.00344991117574,-0.0011608509846,-0.0026897922883,-0.00421003006317,-0.000193950379155,-0.000716797070523,0
9.2,-0.0159325231483,-15.9325231483,-0.000967093534195,-0.00256403527914,-0.00344355229745,-0.00116051224103,-0.00268554067767,-0.00420156391723,-0.000193651424672,-0.000716573776917,0
9.3,-0.01590912493,-15.90912493,-0.000966808301955,-0.00256096181466,-0.00343716264706,-0.00116016996235,-0.00268127275964,-0.00419305253449,-0.000193352514856,-0.00071634439496,0
9.4,-0.0158856091271,-15.8856091271,-0.00096652012465,-0.00255787517594,-0.00343074236465,-0.00115982414958,-0.00267698861433,-0.00418449611498,-0.000193053649669,-0.00071610893331,0
9.5,-0.0158619762251,-15.8619762251,-0.000966229003156,-0.00255477541706,-0.00342429159045,-0.00115947480379,-0.00267268832181,-0.00417589485909,-0.000192754829089,-0.000715867400632,0
9.6,-0.0158382267097,-15.8382267097,-0.000965934938362,-0.00255166259209,-0.00341781046484,-0.00115912192603,-0.0026683719621,-0.00416724896757,-0.000192456053108,-0.000715619805596,0
9.7,-0.0158143610673,-15.8143610673,-0.000965637931163,-0.00254853675505,-0.00341129912834,-0.0011587655174,-0.00266403961518,-0.00415855864151,-0.000192157321735,-0.00071536615688,0
9.8,-0.0157903797845,-15.7903797845,-0.000965337982462,-0.00254539795994,-0.00340475772165,-0.00115840557895,-0.00265969136095,-0.00414982408236,-0.000191858634992,-0.000715106463169,0
9.9,-0.0157662833485,-15.7662833485,-0.000965035093175,-0.00254224626072,-0.00339818638559,-0.00115804211181,-0.00265532727927,-0.00414104549191,-0.000191559992914,-0.000714840733157,0
10,-0.0157420722471,-15.7420722471,-0.000964729264224,-0.00253908171134,-0.00339158526112,-0.00115767511707,-0.00265094744995,-0.0041322230723,-0.000191261395553,-0.000714568975547,0
10.1,-0.0157177469682,-15.7177469682,-0.00096442049654,-0.00253590436571,-0.00338495448937,-0.00115730459585,-0.00264655195272,-0.00412335702602,-0.000190962842972,-0.000714291199051,0
10.2,-0.0156933080004,-15.6933080004,-0.000964108791064,-0.0025327142777,-0.00337829421158,-0.00115693054928,-0.00264214086727,-0.00411444755588,-0.000190664335247,-0.000714007412392,0
10.3,-0.0156687558326,-15.6687558326,-0.000963794148745,-0.00252951150115,-0.00337160456914,-0.00115655297849,-0.00263771427324,-0.00410549486505,-0.000190365872469,-0.000713717624302,0
10.4,-0.0156440909541,-15.6440909541,-0.000963476570542,-0.00252629608989,-0.00336488570359,-0.00115617188465,-0.00263327225018,-0.00409649915701,-0.00019006745474,-0.000713421843525,0
10.5,-0.0156193138548,-15.6193138548,-0.000963156057422,-0.00252306809768,-0.0033581377566,-0.00115578726891,-0.00262881487761,-0.00408746063559,-0.000189769082175,-0.000713120078819,0
10.6,-0.0155944250248,-15.5944250248,-0.000962832610362,-0.00251982757827,-0.00335136086995,-0.00115539913243,-0.00262434223496,-0.00407837950494,-0.000189470754899,-0.000712812338951,0
10.7,-0.0155694249546,-15.5694249546,-0.000962506230347,-0.00251657458537,-0.00334455518558,-0.00115500747642,-0.00261985440163,-0.00406925596954,-0.000189172473052,-0.000712498632703,0
10.8,-0.0155443141354,-15.5443141354,-0.000962176918371,-0.00251330917265,-0.00333772084555,-0.00115461230205,-0.00261535145693,-0.00406009023418,-0.000188874236783,-0.000712178968869,0
10.9,-0.0155190930584,-15.5190930584,-0.000961844675437,-0.00251003139376,-0.00333085799205,-0.00115421361052,-0.00261083348012,-0.00405088250399,-0.000188576046253,-0.000711853356259,0
11,-0.0154937622154,-15.4937622154,-0.000961509502558,-0.0025067413023,-0.00332396676739,-0.00115381140307,-0.00260630055038,-0.0040416329844,-0.000188277901635,-0.000711521803696,0
11.1,-0.0154683220987,-15.4683220987,-0.000961171400754,-0.00250343895184,-0.00331704731401,-0.0011534056809,-0.00260175274685,-0.00403234188118,-0.000187979803109,-0.000711184320019,0
11.2,-0.0154427732006,-15.4427732006,-0.000960830371055,-0.0025001243959,-0.00331009977448,-0.00115299644527,-0.00259719014858,-0.00402300940037,-0.00018768175087,-0.000710840914081,0
11.3,-0.0154171160142,-15.4171160142,-0.0009604864145,-0.00249679768798,-0.00330312429147,-0.0011525836974,-0.00259261283457,-0.00401363574837,-0.00018738374512,-0.000710491594751,0
11.4,-0.0153913510326,-15.3913510326,-0.000960139532137,-0.00249345888153,-0.00329612100778,-0.00115216743856,-0.00258802088373,-0.00400422113183,-0.000187085786072,-0.000710136370916,0
11.5,-0.0153654787495,-15.3654787495,-0.000959789725023,-0.00249010802997,-0.00328909006634,-0.00115174767003,-0.00258341437493,-0.00399476575776,-0.000186787873949,-0.000709775251479,0
11.6,-0.0153394996589,-15.3394996589,-0.000959436994222,-0.00248674518668,-0.00328203161019,-0.00115132439307,-0.00257879338695,-0.00398526983342,-0.000186490008982,-0.00070940824536,0
11.7,-0.0153134142551,-15.3134142551,-0.00095908134081,-0.00248337040499,-0.00327494578246,-0.00115089760897,-0.00257415799851,-0.00397573356642,-0.000186192191412,-0.000709035361497,0
11.8,-0.0152872230327,-15.2872230327,-0.00095872276587,-0.00247998373819,-0.00326783272643,-0.00115046731904,-0.00256950828824,-0.00396615716462,-0.00018589442149,-0.000708656608848,0
11.9,-0.0152609264869,-15.2609264869,-0.000958361270494,-0.00247658523955,-0.00326069258546,-0.00115003352459,-0.00256484433474,-0.00395654083618,-0.000185596699474,-0.000708271996386,0
12,-0.0152345251129,-15.2345251129,-0.000957996855784,-0.00247317496229,-0.00325352550304,-0.00114959622694,-0.00256016621649,-0.00394688478958,-0.00018529902563,-0.000707881533107,0
12.1,-0.0152080194063,-15.2080194063,-0.000957629522849,-0.00246975295956,-0.00324633162274,-0.00114915542742,-0.00255547401192,-0.00393718923356,-0.000185001400236,-0.000707485228023,0
12.2,-0.0151814098633,-15.1814098633,-0.000957259272808,-0.00246631928452,-0.00323911108828,-0.00114871112737,-0.0025507677994,-0.00392745437715,-0.000184703823573,-0.000707083090169,0
12.3,-0.01515469698,-15.15469698,-0.00095688610679,-0.00246287399024,-0.00323186404343,-0.00114826332815,-0.00254604765721,-0.00391768042966,-0.000184406295934,-0.000706675128599,0
12.4,-0.0151278812531,-15.1278812531,-0.00095651002593,-0.00245941712977,-0.0032245906321,-0.00114781203112,-0.00254131366354,-0.00390786760067,-0.000184108817616,-0.000706261352387,0
12.5,-0.0151009631796,-15.1009631796,-0.000956131031375,-0.00245594875612,-0.00321729099829,-0.00114735723765,-0.00253656589653,-0.00389801610006,-0.000183811388928,-0.00070584177063,0
12.6,-0.0150739432566,-15.0739432566,-0.000955749124279,-0.00245246892225,-0.0032099652861,-0.00114689894914,-0.00253180443424,-0.00388812613796,-0.000183514010181,-0.000705416392446,0
12.7,-0.0150468219816,-15.0468219816,-0.000955364305806,-0.00244897768107,-0.00320261363971,-0.00114643716697,-0.00252702935464,-0.00387819792478,-0.000183216681698,-0.000704985226973,0
12.8,-0.0150195998526,-15.0195998526,-0.000954976577127,-0.00244547508546,-0.00319523620341,-0.00114597189255,-0.00252224073564,-0.00386823167119,-0.000182919403805,-0.000704548283373,0
12.9,-0.0149922773674,-14.9922773674,-0.000954585939424,-0.00244196118824,-0.00318783312159,-0.00114550312731,-0.00251743865505,-0.00385822758814,-0.000182622176836,-0.00070410557083,0
13,-0.0149648550246,-14.9648550246,-0.000954192393887,-0.0024384360422,-0.00318040453872,-0.00114503087266,-0.00251262319063,-0.00384818588682,-0.000182325001133,-0.000703657098554,0
13.1,-0.0149373333227,-14.9373333227,-0.000953795941714,-0.00243489970006,-0.00317295059936,-0.00114455513006,-0.00250779442003,-0.00383810677869,-0.000182027877042,-0.000703202875773,0
13.2,-0.0149097127607,-14.9097127607,-0.000953396584113,-0.00243135221452,-0.00316547144815,-0.00114407590094,-0.00250295242085,-0.00382799047546,-0.000181730804917,-0.000702742911742,0
13.3,-0.0148819938377,-14.8819938377,-0.000952994322301,-0.00242779363823,-0.00315796722984,-0.00114359318676,-0.00249809727058,-0.00381783718911,-0.000181433785116,-0.000702277215741,0
13.4,-0.0148541770531,-14.8541770531,-0.000952589157503,-0.00242422402377,-0.00315043808925,-0.001143106989,-0.00249322904665,-0.00380764713185,-0.000181136818005,-0.000701805797073,0
13.5,-0.0148262629066,-14.8262629066,-0.000952181090953,-0.0024206434237,-0.00314288417127,-0.00114261730914,-0.00248834782641,-0.00379742051614,-0.000180839903954,-0.000701328665064,0
13.6,-0.0147982518982,-14.7982518982,-0.000951770123895,-0.00241705189053,-0.0031353056209,-0.00114212414867,-0.00248345368712,-0.00378715755468,-0.000180543043339,-0.000700845829068,0
13.7,-0.014770144528,-14.770144528,-0.000951356257579,-0.00241344947669,-0.00312770258319,-0.0011416275091,-0.00247854670594,-0.00377685846045,-0.000180246236542,-0.000700357298463,0
13.8,-0.0147419412963,-14.7419412963,-0.000950939493268,-0.00240983623461,-0.00312007520329,-0.00114112739192,-0.00247362695999,-0.0037665234466,-0.000179949483948,-0.000699863082654,0
13.9,-0.0147136427038,-14.7136427038,-0.00095051983223,-0.00240621221662,-0.00311242362642,-0.00114062379868,-0.00246869452626,-0.00375615272658,-0.00017965278595,-0.000699363191069,0
14,-0.0146852492514,-14.6852492514,-0.000950097275743,-0.00240257747505,-0.00310474799786,-0.00114011673089,-0.00246374948169,-0.00374574651403,-0.000179356142943,-0.000698857633166,0
14.1,-0.0146567614401,-14.6567614401,-0.000949671825096,-0.00239893206215,-0.00309704846298,-0.00113960619011,-0.00245879190312,-0.00373530502285,-0.000179059555328,-0.000698346418426,0
14.2,-0.0146281797711,-14.6281797711,-0.000949243481583,-0.00239527603013,-0.00308932516722,-0.0011390921779,-0.0024538218673,-0.00372482846714,-0.000178763023512,-0.000697829556361,0
14.3,-0.0145995047461,-14.5995047461,-0.00094881224651,-0.00239160943115,-0.00308157825607,-0.00113857469581,-0.00244883945091,-0.00371431706124,-0.000178466547904,-0.000697307056507,0
14.4,-0.0145707368666,-14.5707368666,-0.000948378121191,-0.0023879323173,-0.00307380787512,-0.00113805374543,-0.00244384473053,-0.0037037710197,-0.000178170128918,-0.000696778928428,0
14.5,-0.0145418766346,-14.5418766346,-0.000947941106947,-0.00238424474066,-0.00306601416999,-0.00113752932834,-0.00243883778266,-0.00369319055731,-0.000177873766972,-0.000696245181716,0
14.6,-0.0145129245521,-14.5129245521,-0.00094750120511,-0.00238054675323,-0.00305819728638,-0.00113700144613,-0.00243381868371,-0.00368257588905,-0.000177577462489,-0.000695705825993,0
14.7,-0.0144838811214,-14.4838811214,-0.000947058417021,-0.00237683840695,-0.00305035737007,-0.00113647010042,-0.00242878751001,-0.00367192723013,-0.000177281215895,-0.000695160870906,0
14.8,-0.014454746845,-14.454746845,-0.000946612744027,-0.00237311975374,-0.00304249456687,-0.00113593529283,-0.00242374433778,-0.00366124479596,-0.00017698502762,-0.000694610326132,0
14.9,-0.0144255222254,-14.4255222254,-0.000946164187486,-0.00236939084544,-0.00303460902267,-0.00113539702498,-0.00241868924318,-0.00365052880215,-0.000176688898097,-0.000694054201378,0
15,-0.0143962077655,-14.3962077655,-0.000945712748766,-0.00236565173386,-0.0030267008834,-0.00113485529852,-0.00241362230227,-0.00363977946454,-0.000176392827763,-0.000693492506378,0
15.1,-0.0143668039682,-14.3668039682,-0.00094525842924,-0.00236190247072,-0.00301877029507,-0.00113431011509,-0.002408543591,-0.00362899699914,-0.000176096817059,-0.000692925250898,0
15.2,-0.0143373113367,-14.3373113367,-0.000944801230293,-0.00235814310774,-0.00301081740372,-0.00113376147635,-0.00240345318526,-0.00361818162217,-0.000175800866427,-0.00069235244473,0
15.3,-0.0143077303742,-14.3077303742,-0.000944341153318,-0.00235437369655,-0.00300284235544,-0.00113320938398,-0.00239835116084,-0.00360733355005,-0.000175504976316,-0.000691774097698,0
15.4,-0.0142780615841,-14.2780615841,-0.000943878199716,-0.00235059428872,-0.00299484529641,-0.00113265383966,-0.00239323759343,-0.00359645299939,-0.000175209147173,-0.000691190219657,0
15.5,-0.0142483054701,-14.2483054701,-0.000943412370897,-0.00234680493581,-0.0029868263728,-0.00113209484508,-0.00238811255863,-0.00358554018698,-0.000174913379452,-0.000690600820491,0
15.6,-0.0142184625359,-14.2184625359,-0.00094294366828,-0.00234300568927,-0.00297878573088,-0.00113153240194,-0.00238297613196,-0.0035745953298,-0.000174617673609,-0.000690005910114,0
15.7,-0.0141885332852,-14.1885332852,-0.000942472093294,-0.00233919660053,-0.00297072351694,-0.00113096651195,-0.00237782838885,-0.00356361864503,-0.0001743220301,-0.000689405498471,0
15.8,-0.014158518222,-14.158518222,-0.000941997647374,-0.00233537772097,-0.0029626398773,-0.00113039717685,-0.00237266940461,-0.00355261035,-0.000174026449386,-0.000688799595539,0
15.9,-0.0141284178505,-14.1284178505,-0.000941520331966,-0.00233154910189,-0.00295453495836,-0.00112982439836,-0.00236749925447,-0.00354157066224,-0.00017373093193,-0.000688188211325,0
16,-0.0140982326749,-14.0982326749,-0.000941040148523,-0.00232771079455,-0.00294640890652,-0.00112924817823,-0.0023623180136,-0.00353049979945,-0.000173435478198,-0.000687571355869,0
16.1,-0.0140679631995,-14.0679631995,-0.00094055709851,-0.00232386285015,-0.00293826186826,-0.00112866851821,-0.00235712575702,-0.00351939797949,-0.000173140088657,-0.000686949039241,0
16.2,-0.0140376099288,-14.0376099288,-0.000940071183396,-0.00232000531985,-0.00293009399005,-0.00112808542007,-0.00235192255969,-0.0035082654204,-0.000172844763776,-0.000686321271543,0
16.3,-0.0140071733672,-14.0071733672,-0.000939582404662,-0.00231613825472,-0.00292190541843,-0.00112749888559,-0.00234670849648,-0.00349710234039,-0.000172549504027,-0.000685688062909,0
16.4,-0.0139766540194,-13.9766540194,-0.000939090763797,-0.0023122617058,-0.00291369629997,-0.00112690891656,-0.00234148364214,-0.0034859089578,-0.000172254309883,-0.000685049423506,0
16.5,-0.0139460523902,-13.9460523902,-0.000938596262299,-0.00230837572407,-0.00290546678126,-0.00112631551476,-0.00233624807134,-0.00347468549118,-0.00017195918182,-0.000684405363533,0
16.6,-0.0139153689844,-13.9153689844,-0.000938098901674,-0.00230448036044,-0.00289721700892,-0.00112571868201,-0.00233100185865,-0.00346343215919,-0.000171664120315,-0.000683755893223,0
16.7,-0.0138846043069,-13.8846043069,-0.000937598683438,-0.00230057566579,-0.00288894712961,-0.00112511842013,-0.00232574507855,-0.00345214918068,-0.000171369125846,-0.000683101022838,0
16.8,-0.0138537588626,-13.8537588626,-0.000937095609112,-0.0022966616909,-0.00288065729002,-0.00112451473093,-0.00232047780542,-0.00344083677462,-0.000171074198894,-0.000682440762676,0
16.9,-0.0138228331566,-13.8228331566,-0.000936589680231,-0.00229273848654,-0.00287234763684,-0.00112390761628,-0.00231520011353,-0.00342949516014,-0.000170779339941,-0.000681775123068,0
17,-0.013791827694,-13.791827694,-0.000936080898336,-0.00228880610339,-0.00286401831681,-0.001123297078,-0.00230991207708,-0.00341812455653,-0.00017048454947,-0.000681104114378,0
17.1,-0.01376074298,-13.76074298,-0.000935569264976,-0.00228486459208,-0.00285566947667,-0.00112268311797,-0.00230461377015,-0.0034067251832,-0.000170189827965,-0.000680427747003,0
17.2,-0.0137295795199,-13.7295795199,-0.000935054781709,-0.00228091400318,-0.00284730126321,-0.00112206573805,-0.00229930526672,-0.0033952972597,-0.000169895175912,-0.000679746031373,0
17.3,-0.0136983378188,-13.6983378188,-0.000934537450104,-0.00227695438721,-0.00283891382321,-0.00112144494012,-0.00229398664069,-0.00338384100573,-0.000169600593797,-0.000679058977955,0
17.4,-0.0136670183822,-13.6670183822,-0.000934017271735,-0.00227298579462,-0.00283050730348,-0.00112082072608,-0.00228865796584,-0.00337235664111,-0.000169306082109,-0.000678366597245,0
17.5,-0.0136356217154,-13.6356217154,-0.000933494248188,-0.0022690082758,-0.00282208185083,-0.00112019309783,-0.00228331931588,-0.00336084438579,-0.000169011641337,-0.000677668899779,0
17.6,-0.0136041483239,-13.6041483239,-0.000932968381055,-0.0022650218811,-0.00281363761212,-0.00111956205727,-0.00227797076438,-0.00334930445986,-0.000168717271969,-0.000676965896122,0
17.7,-0.013572598713,-13.572598713,-0.000932439671939,-0.00226102666079,-0.00280517473418,-0.00111892760633,-0.00227261238485,-0.00333773708351,-0.000168422974497,-0.000676257596877,0
17.8,-0.0135409733882,-13.5409733882,-0.00093190812245,-0.00225702266508,-0.00279669336388,-0.00111828974694,-0.00226724425068,-0.00332614247708,-0.000168128749411,-0.000675544012679,0
17.9,-0.013509272855,-13.509272855,-0.000931373734207,-0.00225300994413,-0.00278819364808,-0.00111764848105,-0.00226186643515,-0.003314520861,-0.000167834597205,-0.000674825154201,0
18,-0.013477497619,-13.477497619,-0.000930836508839,-0.00224898854805,-0.00277967573365,-0.00111700381061,-0.00225647901147,-0.00330287245583,-0.000167540518369,-0.000674101032148,0
18.1,-0.0134456481855,-13.4456481855,-0.000930296447981,-0.00224495852686,-0.00277113976748,-0.00111635573758,-0.00225108205271,-0.00329119748224,-0.000167246513398,-0.000673371657262,0
18.2,-0.0134137250602,-13.4137250602,-0.000929753553278,-0.00224091993053,-0.00276258589644,-0.00111570426393,-0.00224567563187,-0.00327949616101,-0.000166952582785,-0.000672637040318,0
18.3,-0.0133817287485,-13.3817287485,-0.000929207826385,-0.002236872809,-0.00275401426742,-0.00111504939166,-0.00224025982183,-0.00326776871301,-0.000166658727023,-0.000671897192129,0
18.4,-0.0133496597559,-13.3496597559,-0.000928659268964,-0.00223281721209,-0.00274542502731,-0.00111439112276,-0.00223483469538,-0.00325601535924,-0.000166364946607,-0.000671152123541,0
18.5,-0.013317518588,-13.317518588,-0.000928107882686,-0.00222875318962,-0.00273681832299,-0.00111372945922,-0.0022294003252,-0.00324423632078,-0.000166071242031,-0.000670401845437,0
18.6,-0.0132853057502,-13.2853057502,-0.00092755366923,-0.0022246807913,-0.00272819430134,-0.00111306440308,-0.00222395678388,-0.00323243181881,-0.00016577761379,-0.000669646368737,0
18.7,-0.0132530217479,-13.2530217479,-0.000926996630284,-0.00222060006681,-0.00271955310924,-0.00111239595634,-0.00221850414388,-0.00322060207461,-0.000165484062379,-0.000668885704393,0
18.8,-0.0132206670867,-13.2206670867,-0.000926436767547,-0.00221651106575,-0.00271089489355,-0.00111172412106,-0.00221304247757,-0.00320874730953,-0.000165190588292,-0.000668119863398,0
18.9,-0.0131882422719,-13.1882422719,-0.000925874082722,-0.00221241383767,-0.00270221980114,-0.00111104889927,-0.00220757185724,-0.00319686774504,-0.000164897192025,-0.000667348856776,0
19,-0.0131557478088,-13.1557478088,-0.000925308577524,-0.00220830843205,-0.00269352797886,-0.00111037029303,-0.00220209235504,-0.00318496360267,-0.000164603874071,-0.00066657269559,0
19.1,-0.0131231842029,-13.1231842029,-0.000924740253676,-0.0022041948983,-0.00268481957355,-0.00110968830441,-0.00219660404305,-0.00317303510405,-0.000164310634926,-0.000665791390941,0
19.2,-0.0130905519593,-13.0905519593,-0.000924169112908,-0.00220007328579,-0.00267609473203,-0.00110900293549,-0.0021911069932,-0.00316108247086,-0.000164017475084,-0.000665004953962,0
19.3,-0.0130578515834,-13.0578515834,-0.000923595156961,-0.00219594364381,-0.00266735360112,-0.00110831418835,-0.00218560127736,-0.00314910592488,-0.000163724395039,-0.000664213395826,0
19.4,-0.0130250835802,-13.0250835802,-0.000923018387583,-0.00219180602159,-0.00265859632762,-0.0011076220651,-0.00218008696728,-0.00313710568797,-0.000163431395286,-0.000663416727742,0
19.5,-0.0129922484549,-12.9922484549,-0.000922438806531,-0.00218766046829,-0.00264982305831,-0.00110692656784,-0.0021745641346,-0.00312508198202,-0.000163138476317,-0.000662614960955,0
19.6,-0.0129593467125,-12.9593467125,-0.000921856415571,-0.00218350703302,-0.00264103393994,-0.00110622769869,-0.00216903285085,-0.00311303502903,-0.000162845638626,-0.000661808106748,0
19.7,-0.012926378858,-12.926378858,-0.000921271216476,-0.00217934576482,-0.00263222911926,-0.00110552545977,-0.00216349318746,-0.00310096505105,-0.000162552882706,-0.000660996176439,0
19.8,-0.0128933453963,-12.8933453963,-0.000920683211029,-0.00217517671267,-0.00262340874297,-0.00110481985323,-0.00215794521577,-0.00308887227017,-0.000162260209049,-0.000660179181384,0
19.9,-0.0128602468322,-12.8602468322,-0.000920092401021,-0.00217099992548,-0.00261457295778,-0.00110411088123,-0.00215238900699,-0.00307675690856,-0.000161967618146,-0.000659357132978,0
20,-0.0128270836704,-12.8270836704,-0.000919498788252,-0.00216681545209,-0.00260572191034,-0.0011033985459,-0.00214682463223,-0.00306461918844,-0.000161675110489,-0.000658530042651,0
20.1,-0.0127938564156,-12.7938564156,-0.000918902374531,-0.00216262334129,-0.00259685574729,-0.00110268284944,-0.0021412521625,-0.00305245933207,-0.000161382686568,-0.000657697921872,0
20.2,-0.0127605655722,-12.7605655722,-0.000918303161674,-0.00215842364181,-0.00258797461524,-0.00110196379401,-0.00213567166871,-0.00304027756178,-0.000161090346873,-0.000656860782144,0
