finger,q_deg,curl_progress,h_x_mm,h_y_mm,hand_mcp_x_mm,hand_mcp_y_mm,hand_pip_x_mm,hand_pip_y_mm,hand_dip_x_mm,hand_dip_y_mm,hand_tip_x_mm,hand_tip_y_mm,slot_start_x_mm,slot_start_y_mm,slot_end_x_mm,slot_end_y_mm,slider_x_mm,slider_y_mm,slider_translation_mm,slot_length_mm,rod_length_mm,rod_error_mm,mechanism_residual_mm
middle,0.0,0.0,96.932098,10.514118,0.0,-1.0,49.0,-1.0,76.0,-1.0,103.0,-1.0,76.0,-11.0,103.0,-11.0,79.01164246220532,-11.0,3.011642462205318,27.0,28.0,0.0,1.0075033500811514e-06
middle,0.5,0.007633587786259542,96.96557307365546,9.407318575703611,0.0,-1.0,48.999404638431415,-1.2415472609362201,75.99618020625371,-1.6588108953847767,102.99128010729812,-2.173185595999241,75.80567105787799,-11.656996043919742,102.8007709589224,-12.171370744534206,78.57901277269958,-11.709840331197515,2.7738451265107638,27.0,28.0,0.0,1.3495174755462358e-08
middle,1.0,0.015267175572519083,96.98537435857926,8.2993211615695,0.0,-1.0,48.99761856819323,-1.483088652159944,75.98472160962781,-2.3175162589615383,102.96512299239579,-3.3460789574546697,75.60377246203777,-12.31025751183857,102.58417384480575,-13.3388202103317,78.1371644847535,-12.406836969581171,2.5352322837202848,27.0,28.0,0.0,1.355390111257293e-08
middle,1.5,0.022900763358778626,96.99146090768079,7.190322661432499,0.0,-1.0,48.994641832687805,-1.7246183041013121,75.9656265637769,-2.976010582868882,102.9215363440731,-4.518387941536633,75.39437569019624,-12.95968087186748,102.35028547049245,-14.50205823053523,77.68668694870775,-13.09084353760439,2.2960606592121717,27.0,28.0,0.0,1.3615867544558569e-08
middle,2.0,0.030534351145038167,96.9837948683872,6.080520042034133,0.0,-1.0,48.990474504251196,-1.9661303474757355,75.93889899084434,-3.6341884071329416,102.86053297419755,-5.689820588813509,75.17755373837005,-13.605163956523025,102.09918772172327,-15.660796138203592,77.2281711379138,-13.761741195535441,2.056586528957225,27.0,28.0,0.0,1.3681393795650365e-08
middle,2.5,0.03816793893129771,96.96234155506866,4.970111109580557,0.0,-1.0,48.98511668415147,-2.2076189134265207,75.90454438054103,-4.29194434359693,102.7821308135761,-6.860085214875014,74.95338109488247,-14.246605985461771,101.83096752791755,-16.81474685673986,76.76220886676661,-14.41943863699662,1.8170660510217858,27.0,28.0,0.0,1.3750785399224696e-08
middle,3.0,0.04580152671755725,96.9270694623122,3.859294427920452,0.0,-1.0,48.97856850258618,-2.449078133667488,75.86256978885588,-4.949173099833629,102.68635290614989,-8.028890501864701,74.72193371402956,-14.883907587720298,101.54571683132357,-17.96362498975137,76.28939096551112,-15.0638719631113,1.5777545473336374,27.0,28.0,0.0,1.3824354994085297e-08
middle,3.5,0.05343511450381679,96.87795027488391,2.7482692367350645,0.0,-1.0,48.970830118679224,-2.6905021406255702,75.81298383639847,-5.605769503035132,102.57322740153379,-9.195945589891398,74.48328898941467,-15.516970823455615,101.24353255454999,-19.10714691031188,75.81030550747384,-15.695004441064626,1.3389058249932395,27.0,28.0,0.0,1.3902443640745332e-08
middle,4.0,0.061068702290076333,96.81495887438535,1.6372353698741113,0.0,-1.0,48.961901720476995,-2.9318850675834027,75.75579670637423,-6.2616285238741645,102.44278754590306,-10.36096016828943,74.23752572696117,-16.14569920518114,100.92451656649,-20.245030849596404,75.3255360969689,-16.31282615351502,1.1007715394684607,27.0,28.0,0.0,1.3985385294290609e-08
middle,4.5,0.06870229007633588,96.7380733426146,0.5263931739692324,0.0,-1.0,48.95178352494378,-3.173221048821882,75.69102014219243,-6.916645300331329,102.29507167123029,-11.52364456669749,73.98472411761237,-16.7699977184935,100.58877564665023,-21.37699698485966,74.83566022493945,-16.91735354577798,0.8636006013126962,27.0,28.0,0.0,1.4073528120661649e-08
middle,5.0,0.07633587786259542,96.6472749616471,-0.5840565725445077,0.0,-1.0,48.940475777956514,-3.414504219762707,75.618667444708,-7.570715161482587,102.13012318287622,-12.68370984592605,73.72496570972893,-17.389772842285634,100.23642144789716,-22.502767526729095,74.34124769824359,-17.508628878050473,0.6276386274006089,27.0,28.0,0.0,1.4167198969516903e-08
middle,5.5,0.08396946564885496,96.54254821065615,-1.6939127398692788,0.0,-1.0,48.92797875429878,-3.655728717110895,75.53875346909729,-8.223733651241371,101.94799054553856,-13.840867888583377,73.45833338119284,-18.00493256844184,99.86757045763412,-23.622066805783845,73.84285914739121,-18.086719590164623,0.39312743708970815,27.0,28.0,0.0,1.4266788639361039e-08
middle,6.0,0.0916030534351145,96.42388075949677,-2.802973926618488,0.0,-1.0,48.91429275765415,-3.896888678997256,75.45129462136902,-8.875596552049624,101.74872726756361,-14.994831489430187,73.18491131122806,-18.615386421010584,99.48234395742266,-24.734621358391145,73.34104461649946,-18.651717586465388,0.1603045931914498,27.0,28.0,0.0,1.4372652401561936e-08
middle,6.5,0.09923664122137404,96.29126345908182,-3.911038538798436,0.0,-1.0,48.899418120598824,-4.137978245120844,75.35630885451086,-9.526199908512194,101.53239188362585,-16.145314445433115,72.90478495194755,-19.22104547485108,99.08086798106254,-25.840160011772003,72.90478495194755,-19.22104547485108,0.0,27.0,28.0,0.04783211722866554,1.448518816005162e-08
middle,7.0,0.10687022900763359,96.14469032858239,-5.017904867871522,0.0,-1.0,48.883355204593485,-4.378991556891362,75.25381566427271,-10.175440050968948,101.29904793578126,-17.29203164548732,72.61804099963628,-19.821822373749896,98.66327327114483,-26.938413968268264,72.61804099963628,-19.821822373749896,0.0,27.0,28.0,0.20325194976843264,1.460475829162533e-08
