q_deg,input_torque_Nm,input_torque_mNm,body:input_crank_Nm,body:loop_1_coupler_Nm,body:central_body_Nm,body:link_ef_Nm,body:distal_body_Nm,point:joint_b_Nm,point:joint_c_Nm,point:joint_f_Nm,point:joint_g_Nm
31,-0.0102856462677,-10.2856462677,-0.000391431887293,-0.000669216791678,-0.00217306427834,-9.29036159638e-05,-0.00348718997606,-0.000469718264752,-0.000534106922766,-0.000557421695783,-0.00191059283506
31.5,-0.010285008196,-10.285008196,-0.00039710190228,-0.000679441119965,-0.00218129504547,-9.1236611932e-05,-0.00345803218186,-0.000476522282736,-0.000542639397211,-0.000547419671592,-0.0019113199829
32,-0.0102838121636,-10.2838121636,-0.000402741676419,-0.000689645256003,-0.00218943494805,-8.95830975624e-05,-0.0034285018088,-0.000483290011703,-0.000551177872301,-0.000537498585375,-0.00191193890737
32.5,-0.0102820665378,-10.2820665378,-0.000408350780221,-0.000699829698164,-0.0021974863433,-8.79432821251e-05,-0.00339860119655,-0.000490020936265,-0.000559723610981,-0.000527659692751,-0.00191245099741
33,-0.0102797796495,-10.2797796495,-0.000413928786529,-0.000709995006039,-0.00220545173071,-8.63173581367e-05,-0.00336833239727,-0.000496714543835,-0.000568277965224,-0.00051790414882,-0.00191285771296
33.5,-0.0102769597965,-10.2769597965,-0.000419475270557,-0.000720141804106,-0.00221333376002,-8.4705501416e-05,-0.00333769715719,-0.000503370324668,-0.000576842381491,-0.000508233008496,-0.00191316058853
34,-0.0102736152458,-10.2736152458,-0.000424989809919,-0.000730270785669,-0.00222113523987,-8.31078711244e-05,-0.00330669689693,-0.000509987771903,-0.0005854184066,-0.000498647226746,-0.00191336123703
34.5,-0.010269754237,-10.269754237,-0.000430471984661,-0.000740382717078,-0.00222885914706,-8.15246097882e-05,-0.00327533269021,-0.000516566381594,-0.000594007694024,-0.000489147658729,-0.00191346135389
35,-0.010265384985,-10.265384985,-0.000435921377295,-0.00075047844228,-0.0022365086365,-7.99558432983e-05,-0.00324360524093,-0.000523105652754,-0.000602612010665,-0.00047973505979,-0.00191346272147
35.5,-0.0102605156823,-10.2605156823,-0.000441337572828,-0.000760558887695,-0.00224408705187,-7.84016808842e-05,-0.00321151485835,-0.000529605087394,-0.000611233244149,-0.000470410085305,-0.0019133672138
36,-0.0102551545018,-10.2551545018,-0.000446720158796,-0.000770625067489,-0.00225159793711,-7.68622150564e-05,-0.00317906143012,-0.000536064190555,-0.000619873410678,-0.000461173290339,-0.00191317680162
36.5,-0.0102493095987,-10.2493095987,-0.000452068725293,-0.000780678089239,-0.00225904504882,-7.5337521514e-05,-0.00314624439304,-0.000542482470352,-0.000628534663507,-0.000452025129084,-0.00191289355784
37,-0.0102429891123,-10.2429891123,-0.000457382865007,-0.000790719160062,-0.00226643236958,-7.38276590094e-05,-0.00311306270105,-0.000548859438008,-0.000637219302085,-0.000442965954057,-0.00191251966343
37.5,-0.0102362011669,-10.2362011669,-0.000462662173244,-0.000800749593222,-0.00227376412238,-7.23326691662e-05,-0.00307951479032,-0.000555194607893,-0.000645929781941,-0.000433996014997,-0.00191205741372
38,-0.0102289538721,-10.2289538721,-0.000467906247965,-0.000810770815285,-0.0022810447861,-7.08525762403e-05,-0.00304559854101,-0.000561487497558,-0.00065466872537,-0.000425115457442,-0.00191150922517
38.5,-0.0102212553225,-10.2212553225,-0.000473114689813,-0.00082078437386,-0.00228827911239,-6.93873868188e-05,-0.00301131123521,-0.000567737627776,-0.000663438933015,-0.000416324320913,-0.00191087764274
39,-0.0102131135956,-10.2131135956,-0.000478287102145,-0.000830791945992,-0.00229547214383,-6.79370894444e-05,-0.00297664951075,-0.000573944522574,-0.000672243396414,-0.000407622536666,-0.00191016534781
39.5,-0.0102045367489,-10.2045367489,-0.000483423091062,-0.000840795347263,-0.00230262923367,-6.65016541561e-05,-0.00294160931021,-0.000580107709275,-0.00068108531162,-0.000399009924937,-0.00190937516671
40,-0.0101955328149,-10.1955328149,-0.000488522265439,-0.000850796541687,-0.00230975606716,-6.50810319336e-05,-0.00290618582452,-0.000586226718527,-0.000689968094005,-0.000390486191601,-0.00190851008003
40.5,-0.0101861097943,-10.1861097943,-0.000493584236953,-0.000860797652463,-0.00231685868486,-6.36751540294e-05,-0.00287037343058,-0.000592301084343,-0.000698895394351,-0.000382050924176,-0.00190757323259
41,-0.0101762756467,-10.1762756467,-0.000498608620115,-0.00087080097369,-0.00232394350785,-6.22839311742e-05,-0.00283416562193,-0.000598330344138,-0.000707871116396,-0.000373703587045,-0.00190656794437
41.5,-0.0101660382777,-10.1660382777,-0.0005035950323,-0.000880808983139,-0.0023310173652,-6.09072526333e-05,-0.00279755493166,-0.00060431403876,-0.000716899435949,-0.0003654435158,-0.00190549772229
