finger,q_deg,curl_progress,h_x_mm,h_y_mm,hand_mcp_x_mm,hand_mcp_y_mm,hand_pip_x_mm,hand_pip_y_mm,hand_dip_x_mm,hand_dip_y_mm,hand_tip_x_mm,hand_tip_y_mm,slot_start_x_mm,slot_start_y_mm,slot_end_x_mm,slot_end_y_mm,slider_x_mm,slider_y_mm,slider_translation_mm,slot_length_mm,rod_length_mm,rod_error_mm,mechanism_residual_mm
ring,0.0,0.0,96.69943806967777,9.172111200234136,0.0,-1.0,44.0,-1.0,70.0,-1.0,96.0,-1.0,70.0,-11.0,96.0,-11.0,75.83944670296232,-11.0,5.8394467029623165,26.000000000000004,29.018154836137576,0.0,7.105427357601002e-15
ring,0.5,0.01282051282051282,96.69181043467647,6.616417486734771,0.0,-1.0,43.99832461482354,-1.383967561928453,69.99293476504363,-1.9133475181736854,95.97999545611421,-2.7335161829090695,69.67748527860694,-11.908370860893141,95.66454596967752,-12.728539525628525,74.4827194133714,-12.060027199057036,4.807626725819176,26.000000000000004,29.018154836137576,0.0,1.3374110281461071e-06
ring,1.0,0.02564102564102564,96.61099994067094,4.081999545379166,0.0,-1.0,43.99329858688122,-1.7679058832404744,69.97174142241397,-2.8264463127739656,95.91999706559753,-4.465967302573408,69.34115642633726,-12.806544637075332,95.28941206952082,-14.446065626874775,73.18968925785002,-13.049711285499153,3.8562073302841595,26.000000000000004,29.018154836137576,0.0,1.2327058200867214e-06
ring,1.5,0.038461538461538464,96.45866940260322,1.569724284303205,0.0,-1.0,43.984922298924516,-2.151785725546419,69.93642705789306,-3.739047753452698,95.82005053811676,-6.196289201502101,68.99133419325867,-13.69428755353874,94.87495767348237,-16.151529001588145,71.95575737395656,-13.975712737873339,2.9777516566424325,26.000000000000004,29.018154836137576,0.0,1.1424828088024697e-06
ring,2.0,0.05128205128205128,96.23639959920116,-0.9194981274391236,0.0,-1.0,43.973196388840215,-2.5355778549100427,69.88700347799737,-4.650903396274358,95.6802320106133,-7.923419532865225,68.62834342546242,-14.571375908818943,94.42157195807835,-17.84389204540981,70.77740309780168,-14.844037876952704,2.166287613439531,26.000000000000004,29.018154836137576,0.0,1.0641441896552806e-06
ring,2.5,0.0641025641025641,95.94570505678243,-3.384726177885098,0.0,-1.0,43.958121749601744,-2.919253044074784,69.8234872052986,-5.5617650768276325,95.50064797859365,-9.64629866370859,68.25251274880593,-15.43759614347957,93.92967352210097,-19.522129730360525,69.65186180619719,-15.660194283326454,1.4169430885837027,26.000000000000004,29.018154836137576,0.0,9.956282447376452e-07
ring,3.0,0.07692307692307693,95.58804581973467,-5.824996140885832,0.0,-1.0,43.93969952920125,-3.302782074689529,69.74589947187562,-6.471385003223363,95.28143520002854,-11.363870575631859,67.86417425171851,-16.292744898666797,93.39970997987143,-21.185230471075293,68.57689885373144,-16.42929949730811,0.7256883054897467,26.000000000000004,29.018154836137576,0.0,9.352856480404625e-07
ring,3.5,0.08974358974358974,95.16483696913605,-8.239329890238428,0.0,-1.0,43.917931130562145,-3.6861357395337024,69.6542662109001,-7.379515848941065,95.0227605719521,-13.075083762088322,67.46366316738192,-17.136629064730297,92.83215752843392,-22.832196977877555,67.55064705766044,-17.156158117080825,0.08914920669133591,26.000000000000004,29.018154836137576,0.0,8.817864625143557e-07
ring,4.0,0.10256410256410256,94.67745629106628,-10.626741592823569,0.0,-1.0,43.892818211432264,-4.069284844741514,69.54861804635932,-8.285910845486267,94.72482097987874,-14.778892121467928,67.05131755559715,-17.96906581991681,92.22752048911657,-24.46204709589847,67.05131755559715,-17.96906581991681,0.0,26.000000000000004,29.018154836137576,0.43296170250372157,8.340504713544306e-07
ring,4.5,0.11538461538461539,94.12725041805382,-12.986243434647644,0.0,-1.0,43.86436268425763,-4.452200212025177,69.42899028092044,-9.190323874821011,94.38784312018217,-16.474255845129168,66.62747798464808,-18.78988265915244,91.5863308239098,-26.0738146294606,66.62747798464808,-18.78988265915244,0.0,26.000000000000004,29.018154836137576,0.9126444842988697,7.911944948091332e-07
ring,5.0,0.1282051282051282,93.51553970669241,-15.316850503638454,0.0,-1.0,43.8325667160368,-4.83485268089696,69.29542288194114,-10.092509561529946,94.01208329560586,-18.160142299550394,66.19248721347174,-19.598917412939457,90.90914762713646,-27.666550150959903,66.19248721347174,-19.598917412939457,0.0,26.000000000000004,29.018154836137576,1.3615951339073824,7.524921770141191e-07
ring,5.5,0.14102564102564102,92.8436220672313,-17.617584930132587,0.0,-1.0,43.79743272815587,-5.217213110889855,69.1479604656324,-10.992223364684541,93.59782718410045,-19.835526901776795,65.74668987444306,-20.396018256403025,90.19655659291112,-29.23932179349528,65.74668987444306,-20.396018256403025,0.0,26.000000000000004,29.018154836137576,1.7791492373809774,7.173428713258545e-07
ring,6.0,0.15384615384615385,92.11277592362867,-19.887479368405142,0.0,-1.0,43.758963396204024,-5.5992523837767525,68.98665227937994,-11.889221669368114,93.14538958120876,-21.499393987345798,65.29043215708083,-21.181043708533046,89.44916945890965,-30.79121602651073,65.29043215708083,-21.181043708533046,0.0,26.000000000000004,29.018154836137576,2.1646367457100446,6.852475920027246e-07
ring,6.5,0.16666666666666666,91.32426245277036,-22.125579888990835,0.0,-1.0,43.71716164976985,-5.980941405787895,68.81155218223174,-12.78326187782443,92.65511411624496,-23.150737669880833,64.82406149297927,-21.95386262167567,88.66762342699249,-32.32133841373207,64.82406149297927,-21.95386262167567,0.0,26.000000000000004,29.018154836137576,2.5173975313131223,6.557900071868517e-07
ring,7.0,0.1794871794871795,90.47932722753637,-24.330948340932565,0.0,-1.0,43.67203067221817,-6.362251109826489,68.62271862355925,-13.674102500192884,92.12737294253827,-24.788562691551725,64.34792624226739,-22.714354161338665,87.85258056124641,-33.828814352697506,64.34792624226739,-22.714354161338665,0.0,26.000000000000004,29.018154836137576,2.83679707542521,6.286214819795077e-07
ring,7.5,0.19230769230769232,89.57920136883328,-26.50266423475072,0.0,-1.0,43.62357390044766,-6.743152457682269,68.42021461990156,-14.561503244793371,91.56256640203776,-26.411885263608525,63.86237538189573,-23.462407776384218,87.00472716403193,-35.31278979519937,63.86237538189573,-23.462407776384218,0.0,26.000000000000004,29.018154836137576,3.1222420664539072,6.034492052719997e-07
ring,8.0,0.20512820512820512,88.62510229562267,-28.639826190280477,0.0,-1.0,43.5717950246291,-7.123616442242879,68.20410773000165,-15.44522510792414,90.96112266459792,-28.01973389620538,63.367758196047326,-24.19792315969194,86.1247731306436,-36.772431947973175,63.367758196047326,-24.19792315969194,0.0,26.000000000000004,29.018154836137576,3.373195614148063,5.800265370226043e-07
