finger,q_deg,curl_progress,h_x_mm,h_y_mm,hand_mcp_x_mm,hand_mcp_y_mm,hand_pip_x_mm,hand_pip_y_mm,hand_dip_x_mm,hand_dip_y_mm,hand_tip_x_mm,hand_tip_y_mm,slot_start_x_mm,slot_start_y_mm,slot_end_x_mm,slot_end_y_mm,slider_x_mm,slider_y_mm,slider_translation_mm,slot_length_mm,rod_length_mm,rod_error_mm,mechanism_residual_mm
ring,22.0,0.5641025641025641,44.48155296651268,-71.35423602883009,0.0,-1.0,40.79608960093864,-17.48269011030013,57.040590979081614,-37.78333480389327,61.76155254010227,-63.35113725031728,47.20682080738007,-39.599089250439675,51.92778236840073,-65.16689169686369,47.74620887119755,-42.52030927720535,2.9706002639476083,26.000000000000004,29.018154836137576,0.0,2.6077709591731946e-07
ring,22.5,0.5769230769230769,42.42416465469392,-72.16771441665942,0.0,-1.0,40.650699430496616,-17.838071024063947,56.47849658472336,-38.465257871636055,60.39057366986773,-64.16925858903194,46.59234246264802,-39.969902904383886,50.50441954779238,-65.67390362177977,47.13485967618647,-43.53447040714244,3.605615954134316,26.000000000000004,29.018154836137576,0.0,2.581191971273711e-07
ring,23.0,0.5897435897435898,40.342059940489065,-72.9247083177912,0.0,-1.0,40.502213551907374,-18.192169653528047,55.90674421690957,-39.13734654442603,59.00604301279607,-64.95196153233195,45.97804614463807,-40.32938454284391,49.07734494052457,-66.14399953074982,46.48651871809557,-44.56454371276204,4.265573531484375,26.000000000000004,29.018154836137576,0.0,2.961446554650138e-07
ring,23.5,0.6025641025641025,38.23596709203205,-73.62426642447015,0.0,-1.0,40.35064327294546,-18.544959032710832,55.325520671322025,-39.799442016391964,57.60895634836724,-65.6989771764831,45.3641609943639,-40.6776865075632,47.64759667140912,-66.57722166765433,45.79893127483167,-45.609004818271565,4.950446997828139,26.000000000000004,29.018154836137576,0.0,3.434738005125837e-07
ring,24.0,0.6153846153846154,36.10660515270972,-74.26537852078002,0.0,-1.0,40.196000136274435,-18.89641229533521,54.73501562651385,-40.451389181766295,56.20031540936042,-66.41006589199922,44.75090919950118,-41.01496602132267,46.21620898234775,-66.9736427315556,45.06990886620155,-46.66623910242572,5.660269271382316,26.000000000000004,29.018154836137576,0.0,3.9797063777768926e-07
ring,24.5,0.6282051282051282,33.954685672260126,-74.84696797546019,0.0,-1.0,40.038295918567904,-19.246502676874517,54.13542156917478,-41.09303669009962,54.781126998856216,-67.08501746298572,44.138505887295516,-41.34138493228479,44.78421131697695,-67.33336570517088,44.2973280725589,-47.734552769993954,6.395140302421107,26.000000000000004,29.018154836137576,0.0,4.608227541780252e-07
ring,25.0,0.6410256410256411,31.78091468360837,-75.3678833612839,0.0,-1.0,39.8775426296126,-19.59520351659078,53.52693371831116,-41.72423699995277,53.35240210390191,-67.72365119942219,43.52715902620754,-41.65710945594921,43.35262741179829,-67.65652365541864,43.47912768010626,-48.8121848620423,7.1552366192241665,26.000000000000004,29.018154836137576,0.0,5.33457260587511e-07
ring,25.5,0.6538461538461539,29.585994966449125,-75.82688903937101,0.0,-1.0,39.71375251139387,-19.942488259564985,52.90974994837218,-42.34484643104466,51.91515500667814,-68.32581602230427,42.91706933634926,-41.96230991500849,41.92247439465521,-67.9432795062681,42.613303874191786,-49.897320344224866,7.940822625381601,26.000000000000004,29.018154836137576,0.0,6.175996531965211e-07
ring,26.0,0.6666666666666666,27.370628648646704,-76.22265451022818,0.0,-1.0,39.54693803716335,-20.288330458719408,52.284070711353614,-42.95472521483523,50.470402394006356,-68.89139052159067,42.30843020875537,-42.257160477393974,40.49476189140812,-68.19382578414941,41.69790313048756,-50.988104464387334,8.752264062362023,26.000000000000004,29.018154836137576,0.0,7.153492660449956e-07
ring,26.5,0.6794871794871795,25.135520209282454,-76.553742286717,0.0,-1.0,39.377111910489106,-20.632703776831587,51.65009895791128,-43.55373754352299,49.019162466038004,-69.42028298692787,41.70142763352479,-42.5418388928025,39.070491141651516,-68.40838433620738,40.73101235734893,-52.08265864185869,9.59004417571765,26.000000000000004,29.018154836137576,0.0,8.292779938301464e-07
ring,27.0,0.6923076923076923,22.881379963501324,-76.81859398420788,0.0,-1.0,39.20428706428819,-20.975581988540057,51.0080400575164,-44.14175161743762,47.56245404496649,-69.91243141115126,41.09624013685731,-42.81652622799535,37.6506541243074,-68.587206021709,39.71074571086889,-53.179098248566945,10.454783292157629,26.000000000000004,29.018154836137576,0.0,9.625599233231696e-07
ring,27.5,0.7051282051282052,20.60892813034827,-77.01551424526394,0.0,-1.0,39.02847665984176,-21.316938982341494,50.35810171768582,-44.718639690808644,46.101295684602285,-70.36780346658706,40.49303872700182,-43.08140660116113,36.23623269391828,-68.73057037693955,38.63522732241234,-54.27555277800888,11.347262746744603,26.000000000000004,29.018154836137576,0.0,1.1191434694524105e-06
ring,28.0,0.717948717948718,18.318899612202692,-77.14265201378169,0.0,-1.0,38.84969408579279,-21.656748762579195,49.70049390232006,-45.284278115891865,44.6367047816502,-70.78639645420614,39.89198684912226,-43.336666915634225,34.8281977284524,-68.8387852539485,37.50256892478424,-55.3701890892623,12.268454422638012,26.000000000000004,29.018154836137576,0.0,1.3039828132832554e-06
ring,28.5,0.7307692307692307,16.01204965048208,-77.19797853728565,0.0,-1.0,38.667952957126474,-21.99498545142277,49.03542874918287,-45.838547385436,43.16969668952557,-71.16823722570662,39.293240349078786,-43.58249659326012,33.42750828942149,-68.91218643353074,36.31084100439037,-56.46123868588777,13.219557622689846,26.000000000000004,29.018154836137576,0.0,1.5233525019198169e-06
ring,29.0,0.7435897435897436,13.68916057028119,-77.17926129252069,0.0,-1.0,38.48326711413341,-22.33162329083883,48.363120486556184,-46.38133217347245,41.701283835543535,-71.51338207862791,38.69694744611178,-43.819087307698354,32.03511079509913,-68.95113721285382,35.05803559143176,-57.54703038453415,14.202045648672405,26.000000000000004,29.018154836137576,0.0,1.785281050104004e-06
ring,29.5,0.7564102564102564,11.351049891262305,-77.08403277870288,0.0,-1.0,38.295650621355584,-22.666636644552554,47.68378534910436,-46.91252137441212,40.23247484231058,-71.82191662462533,38.10324871440697,-44.046632717952974,30.651938207613192,-68.95602796816618,33.742018047385685,-58.62603031024699,15.217725424160982,26.000000000000004,29.018154836137576,0.0,2.1001571823831e-06
